t ω_g β v_dc err_v i_f_ref_d v_w m_m_ref
0.0 1.5082047005723862 0.0 18769.005536146597 -13369.005536146595 -983.9600795694456 11.501953944429532 -636300.0
0.1 1.5192790911585574 0.0 3237.7561754492253 2162.2438245507747 1637.8967189646694 12.391697868681607 -643279.9052447397
0.2 1.529636243327244 0.0 5200.934194824884 199.06580517511617 440.6216178634021 12.24071868829124 -652761.4929919686
0.30000000000000004 1.540987078999447 0.0 5524.959520843696 -124.95952084369549 532.2856813379198 12.614195036107393 -661691.7740354
0.4 1.5550231452969339 0.0 5394.2976945638175 5.702305436182805 577.233969816065 13.609467878667665 -671548.5250375106
0.5 1.5626477932361782 0.0 5404.664183312292 -4.664183312292442 581.3880265981437 11.625486837815377 -683837.826625313
0.6 1.5743972279756364 0.0 5405.646730225625 -5.646730225625007 591.3218832104614 12.969272708793145 -690560.3059496279
0.7 1.58456039238322 0.0 5407.453655364914 -7.453655364914149 604.2182972352904 12.523703276706003 -700983.8913761437
0.7999999999999999 1.593057054307598 0.0 5405.941503399415 -5.941503399414408 615.7502253997889 12.05737482875367 -710063.1869746131
0.8999999999999999 1.596098140661156 0.0 5404.426172166612 -4.426172166611704 624.5058994238966 10.46851711618391 -717698.5440973581
0.9999999999999999 1.6068813689412365 0.0 5402.286393502631 -2.28639350263047 629.6041248677462 12.875703821100895 -720441.2788631015
1.0999999999999999 1.609486155657014 0.0 5406.811758745783 -6.811758745782625 640.1713237856693 10.402843911164943 -730208.7551329107
1.2 1.6213218356698542 0.0 5401.913321625866 -1.9133216258660273 645.7553796647263 13.347341452472854 -732578.0397891507
1.3 1.6272190452182618 0.0 5408.05068503049 -8.0506850304903 657.9100432420545 11.461801243755076 -743391.975135058
1.4000000000000001 1.6381538700315585 0.0 5403.868244506895 -3.868244506895401 666.773890205198 13.153906002165106 -748809.6670130276
1.5000000000000002 1.646242177875525 0.0 5407.486474430524 -7.486474430524021 678.96246834873 12.251661669472181 -758907.4032171426
1.6000000000000003 1.6579081713453745 0.0 5405.621598642115 -5.62159864211455 690.0575659940116 13.577903470520003 -766420.0435635843
1.7000000000000004 1.6665014643876872 0.0 5407.961238485338 -7.961238485337916 703.6585088441093 12.547539046740724 -777320.9079047723
1.8000000000000005 1.673308519054147 0.0 5405.27571807038 -5.2757180703801 714.467560723058 12.005604429277305 -785399.8325920232
1.9000000000000006 1.6816362277302317 0.0 5404.683031504813 -4.683031504813087 723.302856575181 12.55869745325635 -791829.0839028009
2.0000000000000004 1.690916635825392 0.0 5406.214780402364 -6.214780402364073 734.0450875201527 12.954196488237315 -799730.2338028952
2.1000000000000005 1.6980491847065986 0.0 5406.401177287144 -6.401177287143213 745.69941320834 12.264390899167031 -808581.4968011681
2.2000000000000006 1.7098171648975504 0.0 5405.477113459713 -5.477113459712686 756.1307652428238 14.07760402604605 -815417.32832548
2.3000000000000007 1.717373508334168 0.0 5408.533422946057 -8.533422946056886 770.4766542807362 12.534037270486309 -826758.6557305824
2.400000000000001 1.722358019629789 0.0 5404.539092860892 -4.539092860891986 780.490407450861 11.708028023096452 -834082.3357438007
2.500000000000001 1.7329608975842072 0.0 5404.119734091277 -4.119734091276825 788.2196881584882 13.79709776448177 -838931.0493930462
2.600000000000001 1.7405490419011165 0.0 5408.261374277384 -8.261374277383904 801.6067317700235 12.70401490743353 -849291.8020387975
2.700000000000001 1.7478968837296942 0.0 5405.217617477858 -5.217617477858163 812.4611774899365 12.669550152456692 -856745.7015419465
2.800000000000001 1.7530823828904551 0.0 5405.1324640753255 -5.132464075325268 821.9050891826816 11.957317379323522 -863994.5863677788
2.9000000000000012 1.7585993219849048 0.0 5403.698450525764 -3.698450525763985 829.292370741421 12.103432452810603 -869128.6294916078
3.0000000000000013 1.763074903989789 0.0 5404.100586823279 -4.100586823278357 836.638240598344 11.780636706431137 -874607.5214908149
3.1000000000000014 1.772289887440594 0.0 5404.056245563112 -4.0562455631114815 844.0921394098383 13.566580798641297 -879064.8855098292
3.2000000000000015 1.7776500794179977 0.0 5407.23940592174 -7.239405921740044 856.0123104723292 12.17071834297717 -888278.0366811217
3.3000000000000016 1.7776986245459918 0.0 5402.729636883221 -2.7296368832208042 862.9278769516051 10.42042101290707 -893659.2568129412
3.4000000000000017 1.7795854326382148 0.0 5399.480143343561 0.5198566564383429 863.352764961169 11.024811517520668 -893708.0666387547
3.5000000000000018 1.7832008214991502 0.0 5402.081702073555 -2.081702073554735 866.0654639604777 11.613129468515648 -895606.1954500426
3.600000000000002 1.789102891141198 0.0 5403.515766691231 -3.515766691231404 871.90182090761 12.436344769004885 -899248.902018095
3.700000000000002 1.7978989127637026 0.0 5405.47492447502 -5.4749244750201305 881.1066745699956 13.61264742235128 -905211.4530593934
3.800000000000002 1.8042435225586388 0.0 5407.045615919676 -7.045615919675302 893.3553153782266 12.702266666424093 -914134.1735461805
3.900000000000002 1.8128555996226838 0.0 5405.071869508374 -5.071869508374422 903.4889206654684 13.665374126326792 -920597.337962891
4.000000000000002 1.8149231759711881 0.0 5406.209794025476 -6.209794025476317 914.3889931189153 11.279492222499218 -929406.766213563
4.100000000000001 1.8233980882161382 0.0 5401.736277116054 -1.7362771160545236 919.468360242238 13.699810558932473 -931527.966886753
4.200000000000001 1.8300641683778573 0.0 5407.645757813319 -7.645757813318609 930.9774144984111 13.015454043598874 -940247.9503175837
4.300000000000001 1.8328628087222931 0.0 5404.5855640504 -4.585564050399617 940.6802755582712 11.63163266444917 -947135.3385156164
4.4 1.8422531530475765 0.0 5402.766605768419 -2.766605768419444 946.5227022433438 14.297718380313851 -950034.3821789372
4.5 1.8433922568821928 0.0 5407.505927751787 -7.505927751786939 958.2715952914214 11.128432441618235 -959793.981079605
4.6 1.8452399510865116 0.0 5399.731619689519 0.2683803104809091 961.0759608007115 11.379509446201928 -960981.2696009559
4.699999999999999 1.8521189538188068 0.0 5402.497476622421 -2.4974766224211233 964.4811121100588 13.274933204717001 -962908.6829198507
4.799999999999999 1.860028718107106 0.0 5406.896342972922 -6.896342972921749 975.2569894468123 13.782706193360411 -970101.4582800296
4.899999999999999 1.868501846050911 0.0 5406.979447058973 -6.979447058972978 988.015079773424 14.122902502478626 -978405.0921413987
4.999999999999998 1.8729415166085117 0.0 5406.5990945017975 -6.599094501797044 1000.2724894794605 12.47891079332837 -987339.3992511334
5.099999999999998 1.877453486392503 0.0 5403.153275429597 -3.153275429597209 1007.5134706285249 12.53811375046499 -992036.926687002
5.1999999999999975 1.8776534340966857 0.0 5403.138351161253 -3.1383511612527157 1013.2723961968792 11.002006472546348 -996822.3746608506
5.299999999999997 1.8792722313183947 0.0 5399.719326035919 0.2806739640806538 1014.2075874738607 11.5022449890291 -997034.7079730317
5.399999999999997 1.8875258367303434 0.0 5402.85074120992 -2.8507412099193083 1018.105276077867 14.209108712919372 -998754.6129675694
5.4999999999999964 1.8939851254898386 0.0 5408.065055926787 -8.065055926786842 1030.6776541517154 13.449364506831268 -1007546.770206992
5.599999999999996 1.8952070453530907 0.0 5404.386523059618 -4.38652305961878 1040.2778488556758 11.45919138772511 -1014454.4065971075
5.699999999999996 1.8994565654337012 0.0 5400.66941341294 -0.6694134129404319 1043.080938131787 12.596063523496207 -1015763.7958169945
5.799999999999995 1.9065782420686213 0.0 5404.854714288601 -4.854714288601188 1050.205061851513 13.85805958651283 -1020324.0869944876
5.899999999999995 1.9142109564546794 0.0 5406.98489407766 -6.98489407765981 1062.1051764653025 14.177322638679453 -1027989.4797370152
5.999999999999995 1.9182370655838596 0.0 5406.2303982293 -6.230398229299652 1073.8454026593135 12.646783539286137 -1036236.77406739
6.099999999999994 1.9187419980573452 0.0 5402.303507235463 -2.3035072354629236 1079.7327332033037 11.347858162504716 -1040600.3367697208
6.199999999999994 1.9234056477195016 0.0 5400.6135303623605 -0.6135303623606864 1081.5738845517062 12.940444745742512 -1041148.2378248516
6.299999999999994 1.927700874753003 0.14545454545454548 5401.9805546978 -1.9805546977993882 1084.6246229945466 12.80692407004903 -1041900.0
6.399999999999993 1.9333304275803314 0.4099173553719009 5401.465287669978 -1.4652876699787 1087.5289685134135 13.44137999379082 -1041900.0
6.499999999999993 1.9324474408659806 0.7717505634861008 5400.521390022183 -0.521390022183171 1088.8848890267404 10.989770503257938 -1041900.0
6.5999999999999925 1.936850791119695 1.2132504610340824 5400.495874125548 -0.49587412554738114 1089.8046450390425 13.17809611122847 -1041900.0
6.699999999999992 1.940161794305906 1.7199321953915219 5401.337579797485 -1.3375797974853045 1091.8995456029313 12.903264301077673 -1041900.0
6.799999999999992 1.9452990082907844 2.279944523502154 5401.315205799641 -1.3152057996415358 1094.3198044087599 14.017700966682456 -1041900.0
6.8999999999999915 1.9492847589557738 2.88359097377449 5401.407244106769 -1.407244106768807 1096.8602586142454 13.701513523022388 -1041900.0
